2012;01.03.2012;00:00:40;1016.6;1.338;67.7;-9.1
2012;01.03.2012;00:20:39;1016.4;1.288;70.5;-10.1
2012;01.03.2012;00:40:42;1016.2;1.29;70.6;-10.1
2012;01.03.2012;01:00:39;1016.1;1.217;69.3;-10.6
2012;01.03.2012;01:20:41;1016;1.236;71.5;-10.8
2012;01.03.2012;01:40:39;1015.9;1.213;70.2;-10.8
2012;01.03.2012;02:00:39;1015.8;1.241;71.2;-10.7
2012;01.03.2012;02:20:39;1015.7;1.241;71.8;-10.8
2012;01.03.2012;02:40:40;1015.6;1.215;73.7;-11.4
2012;01.03.2012;03:00:39;1015.4;1.181;73.4;-11.7
2012;01.03.2012;03:20:40;1015.1;1.252;75.9;-11.4
2012;01.03.2012;03:40:39;1014.9;1.252;75.3;-11.3
2012;01.03.2012;04:00:41;1014.5;1.286;77.3;-11.3
2012;01.03.2012;04:20:42;1014.3;1.312;74.6;-10.6
2012;01.03.2012;04:40:40;1014.1;1.306;76;-10.9
2012;01.03.2012;05:00:41;1014;1.355;77.6;-10.7
2012;01.03.2012;05:20:39;1013.9;1.348;74.2;-10.2
2012;01.03.2012;05:40:40;1013.8;1.383;76.1;-10.2
2012;01.03.2012;06:00:39;1013.7;1.329;76.7;-10.8
2012;01.03.2012;06:20:39;1013.5;1.304;77.1;-11.1
2012;01.03.2012;06:40:40;1013.5;1.342;75;-10.4
2012;01.03.2012;07:00:40;1013.6;1.313;75.2;-10.7
2012;01.03.2012;07:20:39;1013.7;1.264;75.9;-11.3
2012;01.03.2012;07:40:40;1013.9;1.241;76.4;-11.6
2012;01.03.2012;08:00:39;1014;1.215;78.5;-12.2
2012;01.03.2012;08:20:39;1014;1.203;77.1;-12.1
2012;01.03.2012;08:40:39;1014.1;1.201;69.9;-10.9
2012;01.03.2012;09:00:41;1014.1;1.231;67.8;-10.2
2012;01.03.2012;09:20:39;1014;1.278;67.1;-9.6
2012;01.03.2012;10:00:39;1014;1.357;66.4;-8.7
